timestamp,username,video_idx,video_url,video_title,video_basic_info,annotation_order,argument_type,claim,premise,unclear,claim_ids,premise_ids,unclear_ids
2025-11-25 12:53:31,test,2,https://www.srf.ch/play/tv/arena/video/zuwanderung-der-showdown?urn=urn:srf:video:2173fdc3-3ce3-42f6-9aae-dfefdb711df3,Zuwanderung: Der Showdow,"Die Zeit drängt: Bis am 9. Februar 2017 muss die Zuwanderungs-Initiative der SVP umgesetzt sein, so steht es in der Verfassung. Darum peitscht man das Geschäft nun durch die Räte. Am Donnerstag hat der Ständerat entschieden, wie er die Initiative umsetzen will. Am Montag ist der Nationalrat dran.",4,,Das wird mit dem Modell aus dem Ständerat eingehalten.,Zweitens steht der Inländervorrang in der Verfassungsbestimmung,,"[""3551_3605_Claim""]","[""3486_3549_Premise""]",[]
2025-11-25 12:53:31,test,2,https://www.srf.ch/play/tv/arena/video/zuwanderung-der-showdown?urn=urn:srf:video:2173fdc3-3ce3-42f6-9aae-dfefdb711df3,Zuwanderung: Der Showdow,"Die Zeit drängt: Bis am 9. Februar 2017 muss die Zuwanderungs-Initiative der SVP umgesetzt sein, so steht es in der Verfassung. Darum peitscht man das Geschäft nun durch die Räte. Am Donnerstag hat der Ständerat entschieden, wie er die Initiative umsetzen will. Am Montag ist der Nationalrat dran.",5,,"Das haben wir gemacht,","Drittens steht, dass die wirtschaftlichen Gesamtinteressen zu berücksichtigen sind

ndem wir die Bilateralen nicht gefährden",,"[""3690_3712_Claim""]","[""3606_3688_Premise"", ""3714_3754_Premise""]",[]
2025-11-25 12:53:31,test,2,https://www.srf.ch/play/tv/arena/video/zuwanderung-der-showdown?urn=urn:srf:video:2173fdc3-3ce3-42f6-9aae-dfefdb711df3,Zuwanderung: Der Showdow,"Die Zeit drängt: Bis am 9. Februar 2017 muss die Zuwanderungs-Initiative der SVP umgesetzt sein, so steht es in der Verfassung. Darum peitscht man das Geschäft nun durch die Räte. Am Donnerstag hat der Ständerat entschieden, wie er die Initiative umsetzen will. Am Montag ist der Nationalrat dran.",6,,"Die Kontingente sind tatsächlich ein Thema, das wir nicht umgesetzt haben

Also haben wir die Kontingentlösung gestrichen.","Denn Sie sagen in der Verfassung - und das ist der Konstruktionsfehler - man solle nachverhandeln. Der Bundesrat hat das versucht. Die EU hatte überhaupt kein Interesse daran, es gab kein Mandat. Ergo musste man sagen, dass man nicht nachverhandeln kann.

Die Bilateralen müssen erhalten werden. Auch das steht in der Verfassung.",,"[""3756_3829_Claim"", ""4160_4207_Claim""]","[""3831_4085_Premise"", ""4086_4159_Premise""]",[]
2025-11-25 12:53:31,test,2,https://www.srf.ch/play/tv/arena/video/zuwanderung-der-showdown?urn=urn:srf:video:2173fdc3-3ce3-42f6-9aae-dfefdb711df3,Zuwanderung: Der Showdow,"Die Zeit drängt: Bis am 9. Februar 2017 muss die Zuwanderungs-Initiative der SVP umgesetzt sein, so steht es in der Verfassung. Darum peitscht man das Geschäft nun durch die Räte. Am Donnerstag hat der Ständerat entschieden, wie er die Initiative umsetzen will. Am Montag ist der Nationalrat dran.",7,,"Die wichtigste Forderung in dieser Vorlage ist

Artikel 121a aus der Bundesverfassung: Höchstzahlen und Kontingente.

Das haben Sie nicht erfüllt. ","Schauen Sie, man hätte verhandeln können. Der Bundesrat wollte nicht verhandeln und hat auch nicht verhandelt.",,"[""4331_4377_Claim"", ""4425_4493_Claim"", ""4494_4523_Claim""]","[""4220_4330_Premise""]",[]
2025-11-25 12:53:31,test,2,https://www.srf.ch/play/tv/arena/video/zuwanderung-der-showdown?urn=urn:srf:video:2173fdc3-3ce3-42f6-9aae-dfefdb711df3,Zuwanderung: Der Showdow,"Die Zeit drängt: Bis am 9. Februar 2017 muss die Zuwanderungs-Initiative der SVP umgesetzt sein, so steht es in der Verfassung. Darum peitscht man das Geschäft nun durch die Räte. Am Donnerstag hat der Ständerat entschieden, wie er die Initiative umsetzen will. Am Montag ist der Nationalrat dran.",8,,ie haben vorher den Inländervorrang angesprochen. Der wurde nicht erfüllt.,"Die Lösung, die Sie vorschlagen, ist allenfalls eine Meldepflich

Mit Herrn Pardini und anderen Leuten aus der SP und aus den Gewerkschaften haben Sie jetzt ausschliesslich Vor- schriften gemacht für Arbeitgeber",,"[""4524_4598_Claim""]","[""4599_4663_Premise"", ""4888_5033_Premise""]",[]
2025-11-25 12:53:31,test,2,https://www.srf.ch/play/tv/arena/video/zuwanderung-der-showdown?urn=urn:srf:video:2173fdc3-3ce3-42f6-9aae-dfefdb711df3,Zuwanderung: Der Showdow,"Die Zeit drängt: Bis am 9. Februar 2017 muss die Zuwanderungs-Initiative der SVP umgesetzt sein, so steht es in der Verfassung. Darum peitscht man das Geschäft nun durch die Räte. Am Donnerstag hat der Ständerat entschieden, wie er die Initiative umsetzen will. Am Montag ist der Nationalrat dran.",9,,"Offstimme) Heute in der ""Arena"": Philipp Müller, Ständerat FDP. Er sagt: ""Es ist ein Missstand, wenn wir in einem Bereich viele Arbeitslose haben und trotzdem laufend neue Leute hereinholen."" ","Jetzt haben wir die Lösung."" Peter Föhn, Ständerat SVP, findet: ""Die Masseneinwanderung wird mit diesem Vorschlag nicht eingedämmt."" ""Der Verfassungsartikel ist in keinem Punkt umgesetzt."" Anita Fetz,",,"[""378_570_Claim""]","[""571_771_Premise""]",[]
2025-11-25 12:53:31,test,2,https://www.srf.ch/play/tv/arena/video/zuwanderung-der-showdown?urn=urn:srf:video:2173fdc3-3ce3-42f6-9aae-dfefdb711df3,Zuwanderung: Der Showdow,"Die Zeit drängt: Bis am 9. Februar 2017 muss die Zuwanderungs-Initiative der SVP umgesetzt sein, so steht es in der Verfassung. Darum peitscht man das Geschäft nun durch die Räte. Am Donnerstag hat der Ständerat entschieden, wie er die Initiative umsetzen will. Am Montag ist der Nationalrat dran.",10,,"Guten Abend miteinander, herzlich willkommen, sehr verehrte Gäste, und herzlich willkommen, Sie zu Hause. Vielen Dank für den freundlichen Empfang. Herr Ständerat Philipp Müller, Sie sind doch eigentlich ein gerader Typ",Weshalb stehen Sie heute Abend nicht hin und sagen,,"[""1230_1449_Claim""]","[""1451_1501_Premise""]",[]
2025-11-25 12:53:31,test,2,https://www.srf.ch/play/tv/arena/video/zuwanderung-der-showdown?urn=urn:srf:video:2173fdc3-3ce3-42f6-9aae-dfefdb711df3,Zuwanderung: Der Showdow,"Die Zeit drängt: Bis am 9. Februar 2017 muss die Zuwanderungs-Initiative der SVP umgesetzt sein, so steht es in der Verfassung. Darum peitscht man das Geschäft nun durch die Räte. Am Donnerstag hat der Ständerat entschieden, wie er die Initiative umsetzen will. Am Montag ist der Nationalrat dran.",11,,"Geschätzter Herr Müller, ich habe nachgeschaut, was Sie in der ""Arena"" nach der Annahme der MEI gesagt haben. Sie haben gesagt, das müsse jetzt konsequent und korrekt umgesetzt werden. Die neuen Verfassungsbegriffe wie jährliche Höchstzahlen",Kontingente oder Schweizer Vorrang seien strikt zu berücksichtigen. Das liesse keinen Spielraum zu für so abenteuerliche Konstruktionen wie eine Ventilklausel oder Richtwerte. Sie machen eine Pirouette,,"[""2214_2455_Claim""]","[""2457_2658_Premise""]",[]
2025-11-25 12:53:31,test,2,https://www.srf.ch/play/tv/arena/video/zuwanderung-der-showdown?urn=urn:srf:video:2173fdc3-3ce3-42f6-9aae-dfefdb711df3,Zuwanderung: Der Showdow,"Die Zeit drängt: Bis am 9. Februar 2017 muss die Zuwanderungs-Initiative der SVP umgesetzt sein, so steht es in der Verfassung. Darum peitscht man das Geschäft nun durch die Räte. Am Donnerstag hat der Ständerat entschieden, wie er die Initiative umsetzen will. Am Montag ist der Nationalrat dran.",12,,"Sie wurde umgesetzt. - (Anita Fetz) Ja, nach 45 Jahren! Lassen Sie doch schnell die Frau Nationalrätin antworten. Die Mutterschaftsversicherung? Das ist doch das beste Beispiel. Die Mutterschaftsversicherung oder der UNO-Beitritt,","da war ich anderer Meinung Da komme ich ja jetzt nicht und sage: ""Ja, vorher gab es einmal einen gegenteiligen Entscheid, deswegen gilt das jetzt nicht."" Nein, ich akzeptiere das, ich bin Demokratin",,"[""10562_10792_Claim""]","[""10793_10991_Premise""]",[]
2025-11-25 12:53:31,test,2,https://www.srf.ch/play/tv/arena/video/zuwanderung-der-showdown?urn=urn:srf:video:2173fdc3-3ce3-42f6-9aae-dfefdb711df3,Zuwanderung: Der Showdow,"Die Zeit drängt: Bis am 9. Februar 2017 muss die Zuwanderungs-Initiative der SVP umgesetzt sein, so steht es in der Verfassung. Darum peitscht man das Geschäft nun durch die Räte. Am Donnerstag hat der Ständerat entschieden, wie er die Initiative umsetzen will. Am Montag ist der Nationalrat dran.",13,,"Da muss ich jetzt doch kontern, Frau Rickli. Was Sie hier erzählen kennen wir schon seit zweieinhalb Jahren. Das ist einfach eine Litanei von uralten Geschichten. Fakt ist und das können Sie nicht bestreiten:","Die Initiative ist in sich widersprüchlich. Sie sagen, es soll nachverhandelt werden, und Sie sagen, der Bundesrat habe das nicht tun wollen. Sie sind auch Mitglied des Parlaments, Sie wissen genau, dass",,"[""5048_5256_Claim""]","[""5257_5460_Premise""]",[]
